symbol,symbolName,fullName,shortJobTitle,transactionType,amount,reportedPrice,usdValue,eodHolding,transactionDate,symbolCode,hasOptions,symbolType
RXRX,Recursion Pharmaceuticals Inc Cl A,Christopher Gibson,CEO,Sell,"40,000",5.21000,"208,400","954,229",11/04/25,STK,Yes,1
HOLX,Hologic Inc,Karleen Marie Oberton,CFO,Award,"17,095",0.00000,"1,266,910","119,203",11/04/25,STK,Yes,1
HOLX,Hologic Inc,Jan Verstreken,Div. Pres.,Award,"15,196",0.00000,"1,126,176","119,010",11/04/25,STK,Yes,1
HOLX,Hologic Inc,Essex D Mitchell,COO,Award,"9,116",0.00000,"675,587","37,474",11/04/25,STK,Yes,1
HOLX,Hologic Inc,Benjamin Jordan Cohn,PAO,Award,"2,656",0.00000,"196,836","14,283",11/04/25,STK,Yes,1
HOLX,Hologic Inc,Mark W Horvath,Div. Pres.,Award,"2,278",0.00000,"168,822","9,681",11/04/25,STK,Yes,1
ETSY,Etsy Inc,Richard Edward Colburn iii,CTO,Sell,"3,200",57.80000,"184,960","4,387",11/04/25,STK,Yes,1
HII,Huntington Ingalls Industries,Victoria D Harker,N/A,Sell,"1,000",316.60500,"316,605","2,523",11/04/25,STK,Yes,1
SGMT,Sagimet Biosciences Inc Series A,Elizabeth Rozek,Gen Cou & CCO,Award,"9,855",0.00000,"74,996","193,581",11/04/25,STK,Yes,1
ZM,Zoom Communications Inc,Santiago Subotovsky,N/A,Sell,"2,475",84.14620,"208,262","152,557",11/04/25,STK,Yes,1
RMCF,Rocky MT Chocolate,Jeffrey Richart Geygan,Int. CEO,Buy,"8,935",1.63890,"14,643","1,973,134",11/04/25,STK,No,1
CORZ,Core Scientific Inc,Eric Weiss,N/A,Buy,"5,000",21.50000,"107,500","226,687",11/04/25,STK,Yes,1
HII,Huntington Ingalls Industries,Nicolas G Schuck,CAO,Sell,466,314.35500,"146,389","2,418",11/04/25,STK,Yes,1
NXPI,Nxp Semiconductors,Jennifer B Wuamett,Gen Cou & Sec,Sell,"7,413",207.00630,"1,534,537","19,175",11/04/25,STK,Yes,1
LAUR,Laureate Education Inc,Marcelo Cardoso,COO,Sell,"70,000",29.00000,"2,030,000","311,165",11/04/25,STK,Yes,1
ENR,Energizer Holdings Inc,Sara B Hampton,CAO,Award,"1,534",0.00000,"36,080","5,719",11/04/25,STK,Yes,1
FSLR,First Solar Inc,Georges J Antoun,Chf Com Off.,Sell,"37,412",265.01220,"9,914,636","15,424",11/04/25,STK,Yes,1
TVTX,Travere Therapeutics Inc,Sandra Calvin,PAO,Sell,"5,865",36.00000,"211,140","48,545",11/04/25,STK,Yes,1
SNBR,Sleep Number Corp,Stephen L Gulis Jr,N/A,Award,"49,746",0.00000,"273,603","98,085",11/04/25,STK,Yes,1
TZOO,Travelzoo Inc,American Shareholder,N/A,Sell,"10,000",7.75000,"77,500","3,782,696",11/04/25,STK,Yes,1
DASH,Doordash Inc Cl A,Ashley Still,N/A,Sell,63,239.66000,"15,099","6,265",11/04/25,STK,Yes,1
PSMT,Pricesmart Inc,John D Hildebrandt,COO,Sell,"10,000",115.10000,"1,151,000","116,473",11/04/25,STK,Yes,1
NJR,Newjersey Resources Corp,Richard Reich,Gen Cou & Sec,Award,"7,060",0.00000,"316,641","35,494",11/04/25,STK,Yes,1
NJR,Newjersey Resources Corp,Amy Cradic,Div. Sr.VP,Award,"12,917",0.00000,"579,327","52,057",11/04/25,STK,Yes,1
NJR,Newjersey Resources Corp,Roberto Bel,CFO,Award,"5,583",0.00000,"250,397","25,885",11/04/25,STK,Yes,1
NJR,Newjersey Resources Corp,Lori Delgiudice,HR,Award,"6,716",0.00000,"301,213","20,815",11/04/25,STK,Yes,1
NJR,Newjersey Resources Corp,Stephen Skrocki,PAO,Award,"1,263",0.00000,"56,646","7,129",11/04/25,STK,Yes,1
NJR,Newjersey Resources Corp,Stephen D Westhoven,CEO,Award,"51,189",0.00000,"2,295,826","247,786",11/04/25,STK,Yes,1
NJR,Newjersey Resources Corp,Jacqueline K Shea,CIO,Award,"7,938",0.00000,"356,019","40,364",11/04/25,STK,Yes,1
NJR,Newjersey Resources Corp,Patrick J Migliaccio,COO,Award,"11,501",0.00000,"515,820","42,011",11/04/25,STK,Yes,1
PNC,PNC Bank,Michael Duane Thomas,VP.,Sell,"1,000",183.57300,"183,572","5,802",11/04/25,STK,Yes,1
CALX,Calix Inc,Carl Russo,Chair,Sell,"420,000",64.09370,"26,919,353","5,461,040",11/04/25,STK,Yes,1
NIC,Nicolet Bankshares Inc,Christopher J Ghidorzi,N/A,Buy,105,121.52000,"12,760","11,816",11/04/25,STK,Yes,1
TRMK,Trustmark Corp,Tracy T Conerly,N/A,Sell,"8,000",37.21500,"297,720","14,921",11/04/25,STK,Yes,1
AMRZ,Amrize Ltd,Jaime Hill,Div. Pres.,Buy,"4,000",50.68500,"202,740","18,101",11/04/25,STK,Yes,1
TTMI,TTM Technologies,Steven Spoto,Div. Pres.,Sell,"1,000",66.95000,"66,950","27,649",11/04/25,STK,Yes,1
BBT,Beacon Financial Corporation,Thomas J Hollister,N/A,Buy,"4,200",24.66000,"103,572","30,393",11/04/25,STK,Yes,1
BBT,Beacon Financial Corporation,Mary Anne Callahan,N/A,Buy,"4,000",24.67000,"98,679","33,374",11/04/25,STK,Yes,1
HNVR,Hanover Bancorp Inc,Robert Golden,Lead Indpdt. Dir,Sell,"5,000",21.24950,"106,247","410,859",11/04/25,STK,No,1
TRC,Tejon Ranch Company,Andrew Dakos,N/A,Award,"1,032",0.00000,"16,078","58,493",11/04/25,STK,Yes,1
MTDR,Matador Resources Company,Joseph Wm Foran,Chair & CEO,Buy,"4,000",38.44000,"153,760","5,442,525",11/04/25,STK,Yes,1
TFII,Tfi International Inc,Leslie R Abi-Karam,N/A,Buy,"1,707",87.65000,"149,619","7,142",11/04/25,STK,Yes,1
AVPT,Avepoint Inc Cl A,Xunkai Gong,Chair,Sell,"60,000",13.91110,"834,666","15,040,668",11/04/25,STK,Yes,1
FLEX,Flextronics Intl Ltd,Michael P Hartung,Chf Com Off.,Sell,"15,000",62.25990,"933,899","226,198",11/04/25,STK,Yes,1
THC,Tenet Healthcare Corp,Tammy Romo,N/A,Sell,"26,855",202.23310,"5,430,970","35,511",11/04/25,STK,Yes,1
OSPN,Onespan Inc,Marc Zenner,N/A,Buy,"2,000",12.12990,"24,260","73,273",11/04/25,STK,Yes,1
ZM,Zoom Communications Inc,Eric S Yuan,Chair & CEO,Sell,"146,756",85.15370,"12,496,816",0,11/04/25,STK,Yes,1
CAG,Conagra Brands Inc,Melissa C Napier,Div. Sr.VP,Sell,"13,011",17.19000,"223,659",0,11/04/25,STK,Yes,1
MSM,Msc Industrial Direct Company,Erik Gershwind,CEO,Award,818,0.00000,"70,651","2,130,127",11/04/25,STK,Yes,1
MSM,Msc Industrial Direct Company,Martina Mcisaac,COO,Award,194,0.00000,"16,754","8,271",11/04/25,STK,Yes,1
CHEF,The Chefs Warehouse,James F Leddy,CFO,Sell,"22,000",62.11000,"1,366,421","125,892",11/04/25,STK,Yes,1
BEN,Franklin Resources,Jennifer Johnson,CEO,Award,"414,814",0.00000,"9,370,649","6,824,679",11/04/25,STK,Yes,1
TRC,Tejon Ranch Company,Daniel R Tisch,N/A,Award,"2,049",0.00000,"31,924","84,125",11/04/25,STK,Yes,1
NVTS,Navitas Semiconductor Corp,Dipender Saluja,N/A,Award,"2,045",0.00000,"21,391","9,324,863",11/04/25,STK,Yes,1
LAW,CS Disco Inc,Thomas F Bogan,N/A,Buy,"7,001",5.98000,"41,865","171,090",11/04/25,STK,Yes,1
ETR,Entergy Corp,Anastasia Minor,Chf Transform Of,Sell,"5,000",96.39000,"481,950","11,555",11/04/25,STK,Yes,1
BEN,Franklin Resources,Terrence Murphy,Co-Pres.,Award,"46,730",0.00000,"1,055,630","186,159",11/04/25,STK,Yes,1
BEN,Franklin Resources,Thomas C Merchant,Gen Cou,Award,"39,182",0.00000,"885,122","100,703",11/04/25,STK,Yes,1
BEN,Franklin Resources,Matthew Nicholls,CO-Pres/CFO,Award,"201,409",0.00000,"4,549,830","599,374",11/04/25,STK,Yes,1
BEN,Franklin Resources,Gregory E Johnson,Chair,Award,"41,668",0.00000,"941,280","5,950,381",11/04/25,STK,Yes,1
VRSN,Verisign Inc,Thomas C Indelicarto,Gen Cou & Sec,Sell,334,244.52000,"81,670","33,855",11/04/25,STK,Yes,1
AWRE,Aware Inc,Ajay Amlani,CEO,Buy,"15,489",2.23440,"34,608","838,041",11/04/25,STK,Yes,1
FLS,Flowserve Corp,Susan Claire Hudson,CLO,Sell,"10,667",70.01000,"746,797","6,589",11/04/25,STK,Yes,1
FLS,Flowserve Corp,Amy B Schwetz,CFO,Sell,"47,000",71.02000,"3,337,940","52,628",11/04/25,STK,Yes,1
RMI,Rivernorth Opportunistic Municipal Income Fund,American Shareholder,N/A,Buy,"6,857",14.69000,"100,730","41,505",11/04/25,UIT,No,11
RFM,Rivernorth Flexible Municipal Income Fund Inc,American Shareholder,N/A,Buy,"4,257",14.40500,"61,322","16,510",11/04/25,UIT,No,11
VITL,Vital Farms Inc,Matthew Ohayer,Chair,Sell,"30,000",32.89820,"986,946","7,133,070",11/04/25,STK,Yes,1
CLOV,Clover Health Investments Corp,Jamie L Reynoso,Div. CEO,Sell,"30,385",3.58000,"108,779","2,793,411",11/04/25,STK,Yes,1
V,Visa Inc,Lloyd Carney,N/A,Sell,900,336.48000,"302,833","2,468",11/04/25,STK,Yes,1
NATR,Nature S Sunshine,Kenneth G Romanzi,CEO,Award,"102,881",0.00000,"1,414,613","102,881",11/04/25,STK,Yes,1
FHN,First Horizon Corp,Dr David T Popwell,Div. SEVP,Sell,"155,149",21.31220,"3,306,566","310,609",11/04/25,STK,Yes,1
DGICA,Donegal Group Cl A,American Shareholder,N/A,Buy,"8,000",18.71300,"149,704","13,662,579",11/04/25,STK,No,1
CRBG,Corebridge Financial Inc,American Shareholder,N/A,Sell,"32,600,000",31.10000,"1,013,860,000","50,111,853",11/04/25,STK,Yes,1
LNG,Cheniere Energy,W Benjamin Moreland,N/A,Buy,"5,000",208.21920,"1,041,095","9,856",11/04/25,STK,Yes,1
CHWY,Chewy Inc,Satish Mehta,CTO,Sell,"4,642",32.65000,"151,561","632,230",11/04/25,STK,Yes,1
BX,Blackstone Inc,James W Breyer,N/A,Buy,"13,900",143.85860,"1,999,635","68,906",11/04/25,STK,Yes,1
RBLX,Roblox Corp Cl A,Anthony P Lee,Lead Indpdt. Dir,Sell,"66,000",104.07490,"6,868,944","7,853,198",11/04/25,STK,Yes,1
MORN,Morningstar Inc,Joseph D Mansueto,Chair,Sell,"14,168",212.81740,"3,015,197","14,784,774",11/04/25,STK,Yes,1
TCNNF,Trulieve Cannabis Corp,Matthew Foulston,N/A,Award,"11,329",0.00000,"74,999","11,329",11/04/25,STK:OTC,No,1
EIG,Employers Holdings Inc,Michael Pedraja,Fin & CFO,Buy,"5,500",37.09000,"203,995","17,830",11/04/25,STK,Yes,1
MYRG,MYR Group Inc,Don A. Egan,COO,Sell,"2,900",233.40020,"676,860","5,797",11/04/25,STK,Yes,1
XYL,Xylem Inc,Victoria D Harker,N/A,Sell,"1,700",148.14000,"251,838","16,875",11/04/25,STK,Yes,1
ATO,Atmos Energy Corp,J Matt Robbins,HR,Award,"5,396",0.00000,"938,635","29,992",11/04/25,STK,Yes,1
ATO,Atmos Energy Corp,John Mcdill,Ops,Award,"5,396",0.00000,"938,635","36,733",11/04/25,STK,Yes,1
ATO,Atmos Energy Corp,John Kevin Akers,CEO,Award,"32,297",0.00000,"5,618,064","138,400",11/04/25,STK,Yes,1
HBAN,Huntington Bancshares Inc,John (Chris) Inglis,N/A,Buy,"6,506",15.30000,"99,542","100,093",11/04/25,STK,Yes,1
PCG,Pacific Gas & Electric Company,John O Larsen,N/A,Buy,"7,500",15.96000,"119,700","18,111",11/04/25,STK,Yes,1
TEAM,Atlassian Corp,Michael Cannon-Brookes,CEO,Sell,"7,665",165.24350,"1,266,592","298,935",11/04/25,STK,Yes,1
TEAM,Atlassian Corp,Scott Farquhar,N/A,Sell,"7,665",165.24450,"1,266,599","298,935",11/04/25,STK,Yes,1
SPT,Sprout Social Inc Cl A,Justyn Russell Howard,Chair,Sell,"20,000",10.21800,"204,360","7,417",11/04/25,STK,Yes,1
CHCT,Community Healthcare Trust Inc,Cathrine Cotman,N/A,Buy,"4,000",14.66000,"58,640","37,635",11/04/25,STK,Yes,1
ATO,Atmos Energy Corp,Christopher T Forsythe,CFO,Award,"7,610",0.00000,"1,323,759","61,037",11/04/25,STK,Yes,1
FOLD,Amicus Therapeutics,David Michael Clark,Chf People Off,Sell,"25,643",9.50980,"243,860","322,618",11/04/25,STK,Yes,1
SPT,Sprout Social Inc Cl A,Joseph Del Preto,CFO,Sell,"1,500",10.22000,"15,329","238,868",11/04/25,STK,Yes,1
ATO,Atmos Energy Corp,Michelle H Faulk,Contr.,Award,336,0.00000,"58,447","1,092",11/04/25,STK,Yes,1
NTRS,Northern Trust Corp,Robert E Moritz jr.,N/A,Buy,"3,891",128.57000,"500,266","6,686",11/04/25,STK,Yes,1
ATO,Atmos Energy Corp,Karen E Hartsfield,Advisor,Award,"5,396",0.00000,"938,635","33,013",11/04/25,STK,Yes,1
LLY,Eli Lilly and Company,American Shareholder,N/A,Sell,526,910.71900,"479,038","93,931,452",11/04/25,STK,Yes,1
PLNH,Planet 13 Holdings Inc,Christopher Brian Wren,Ops,Sell,"60,000",0.19860,"11,916","4,845,511",11/04/25,STK:OTC,No,1
BWA,Borgwarner Inc,Isabelle Mckenzie,Div. Head,Sell,"3,200",44.23500,"141,552","43,555",11/04/25,STK,Yes,1
SXT,Sensient Technologies Corp,David J Plautz,Treas,Buy,"2,150",92.98000,"199,908","3,223",11/04/25,STK,Yes,1
MTRX,Matrix Service Company,Martha Z Carnes,N/A,Award,"7,986",0.00000,"121,946","71,183",11/04/25,STK,Yes,1
ATI,Ati Inc,Timothy J Harris,CDO,Sell,"10,543",96.07000,"1,012,866","129,937",11/04/25,STK,Yes,1
SCKT,Socket Mobile,Charlie Bass,N/A,Buy,"10,000",1.00920,"10,091","1,613,151",11/04/25,STK,No,1
MTRX,Matrix Service Company,Carlin G Conner,N/A,Award,"7,986",0.00000,"121,946","55,219",11/04/25,STK,Yes,1
MTRX,Matrix Service Company,Liane K Hinrichs,N/A,Award,"7,986",0.00000,"121,946","64,288",11/04/25,STK,Yes,1
MTRX,Matrix Service Company,James Harry Miller,N/A,Award,"7,986",0.00000,"121,946","92,078",11/04/25,STK,Yes,1
MTRX,Matrix Service Company,Jose Luis M Bustamante,N/A,Award,"7,986",0.00000,"121,946","41,624",11/04/25,STK,Yes,1
MTRX,Matrix Service Company,John D Chandler,N/A,Award,"7,986",0.00000,"121,946","86,039",11/04/25,STK,Yes,1
AROW,Arrow Financial Corp,Penko Krassimir Ivanov,CFO,Buy,"1,620",29.81970,"48,307","26,394",11/04/25,STK,Yes,1
VIAV,Viavi Solutions,Donald A Colvin,N/A,Sell,"40,000",17.09020,"683,607","148,524",11/04/25,STK,Yes,1
FUSB,First US Bancshares Inc,Robert S Briggs,N/A,Buy,"10,000",13.37500,"133,750","65,322",11/04/25,STK,No,1
SXI,Standex International Corp,Ademir Sarcevic,CFO & Treas,Sell,"1,823",230.12000,"419,509","9,341",11/04/25,STK,Yes,1
GOVB,Gouverneur Bancorp Inc,Duane M Pelkey,N/A,Buy,"1,000",14.95290,"14,953","5,000",11/04/25,STK:OTC,No,1
WAB,Wabtec Corp,Rafael Santana,CEO,Sell,"3,596",203.64200,"732,297","127,739",11/04/25,STK,Yes,1
CPS,Cooper Std Holdings Inc,Jonathan P. Banas,CFO,Buy,"1,000",29.08300,"29,083","53,927",11/04/25,STK,Yes,1
NWE,Northwestern Energy Group Inc,Jeffrey W Yingling,N/A,Award,640,0.00000,"38,944","22,026",11/04/25,STK,Yes,1
NWE,Northwestern Energy Group Inc,Jan Robert Horsfall,N/A,Award,640,0.00000,"38,944","9,896",11/04/25,STK,Yes,1
GLPI,Gaming & Leisure,E Scott Urdang,N/A,Sell,"4,000",45.49000,"181,960","129,953",11/04/25,STK,Yes,1
UMBF,UMB Financial Corp,Nikki Farentino Newton,Div. Pres.,Sell,"1,300",106.09000,"137,917","13,733",11/04/25,STK,Yes,1
PSTV,Plus Therapeutics Inc,Andrew Sims,CFO,Buy,"20,000",0.51000,"10,200","68,138",11/04/25,STK,No,1
MNRO,Monro Muffler Brak,Carl Celian Icahn,N/A,Buy,"639,473",15.19000,"9,713,595","4,439,914",11/04/25,STK,Yes,1
GMGI,Golden Matrix Group Inc,Richard Christensen,CFO & PAO,Buy,"25,000",1.00800,"25,200","120,000",11/04/25,STK,Yes,1
ARQQ,Arqit Quantum Inc,Paul Feenan,Chf Revenue Of,Sell,363,39.40700,"14,304",N/A,11/04/25,STK,Yes,1
NTRA,Natera Inc,Dr Matthew Rabinowitz,Chair,Sell,"22,900",200.50980,"4,591,674","2,285,852",11/04/25,STK,Yes,1
VSTD,Vestand Inc,James Chae,N/A,Sell,"85,708",0.57540,"49,316","2,408,798",11/04/25,STK,No,1
CVNA,Carvana Company Cl A,Greg Sullivan,N/A,Sell,"2,500",322.20000,"805,500","41,928",11/04/25,STK,Yes,1
CCEL,Cryo-Cell Intl Inc,David I Portnoy,Chair & Co-CEO,Buy,"5,000",4.40000,"22,000","1,689,513",11/04/25,STK,No,1
OBK,Origin Bancorp Inc,Cecil W Jones,N/A,Buy,"8,500",34.71000,"295,034","12,709",11/04/25,STK,Yes,1
MHK,Mohawk Industries,Suzanne L Helen,N/A,Sell,"1,165",111.14250,"129,481","225,774",11/04/25,STK,Yes,1
FRME,First Merchants Corp,Stephan Fluhler,CIO,Sell,"5,689",35.55000,"202,244","31,352",11/04/25,STK,Yes,1
ATGE,Adtalem Global Education Inc,Michael W Malafronte,Lead Indpdt. Dir,Buy,"1,000",91.85000,"91,850","100,445",11/04/25,STK,Yes,1
PATH,Uipath Inc Cl A,Daniel Dines,Chair & CEO,Sell,"45,000",15.02430,"676,093","29,333,585",11/04/25,STK,Yes,1
SAM,Boston Beer Company,Michael Spillane,Advisor,Sell,"3,120",205.78080,"642,036","10,877",11/04/25,STK,Yes,1
RCKT,Rocket Pharmaceuticals Inc,Martin Wilson,CFO,Award,"100,000",0.00000,"356,000","385,462",11/03/25,STK,Yes,1
DTE,Dte Energy Company,Lisa A Muschong,Co Sec,Award,"1,868",0.00000,"250,069","6,258",11/03/25,STK,Yes,1
HUBS,Hubspot Inc,Clara Shih,N/A,Award,310,0.00000,"153,320",310,11/03/25,STK,Yes,1
EDSA,Edesa Biotech Inc,Pardeep Nijhawan,CEO,Award,"6,968",0.00000,"12,124","942,040",11/03/25,STK,No,1
SAIA,Saia Inc,Tarak Patel,CIO,Award,"1,405",0.00000,"399,835","1,405",11/03/25,STK,Yes,1
VSTM,Verastem Inc,Daniel Paterson,CEO,Sell,"2,000",10.00000,"20,000","438,818",11/03/25,STK,Yes,1
NFLX,Netflix Inc,Theodore A Sarandos,Co CEO,Award,"4,037",0.00000,"4,441,063","17,195",11/03/25,STK,Yes,1
NFLX,Netflix Inc,David A Hyman,CLO & Co Sec,Award,847,0.00000,"931,777","32,035",11/03/25,STK,Yes,1
NFLX,Netflix Inc,Spencer Adam Neumann,CFO,Award,"1,367",0.00000,"1,503,823","3,681",11/03/25,STK,Yes,1
AEVA,Aeva Technologies Inc,Soroush Salehian Dardashti,CEO,Award,"235,295",0.00000,"3,628,249","4,267,965",11/03/25,STK,Yes,1
NRG,NRG Energy,Robert J Gaudette,Div. EVP,Award,66,0.00000,"11,515","64,792",11/03/25,STK,Yes,1
NRG,NRG Energy,Brad Bentley,Div. Pres,Award,69,0.00000,"12,039","27,755",11/03/25,STK,Yes,1
AEVA,Aeva Technologies Inc,Mina Rezk,Chair & CTO,Award,"156,862",0.00000,"2,418,812","4,938,805",11/03/25,STK,Yes,1
NFLX,Netflix Inc,Gregory K Peters,Co CEO,Award,"4,037",0.00000,"4,441,063","14,808",11/03/25,STK,Yes,1
NFLX,Netflix Inc,Cletus R Willems,Div. Off.,Award,463,0.00000,"509,342",238,11/03/25,STK,Yes,1
NRG,NRG Energy,Alexandra Pruner,N/A,Award,77,0.00000,"13,435","30,993",11/03/25,STK,Yes,1
NRG,NRG Energy,Heather Cox,N/A,Award,64,0.00000,"11,167","42,029",11/03/25,STK,Yes,1
INVA,Innoviva Inc,Pavel Raifeld,CEO,Award,"110,436",0.00000,"1,999,996","162,276",11/03/25,STK,Yes,1
INVA,Innoviva Inc,Stephen Basso,CFO,Award,"27,609",0.00000,"499,999","50,890",11/03/25,STK,Yes,1
NRG,NRG Energy,Edward Spencer Abraham,N/A,Award,196,0.00000,"34,198","84,664",11/03/25,STK,Yes,1
NRG,NRG Energy,Elisabeth B Donohue,N/A,Award,59,0.00000,"10,294","27,403",11/03/25,STK,Yes,1
NRG,NRG Energy,Matthew Carter,N/A,Award,105,0.00000,"18,320","41,783",11/03/25,STK,Yes,1
LTRX,Lantronix Inc,Narbeh Derhacobian,N/A,Award,"9,800",0.00000,"48,216","34,599",11/03/25,STK,Yes,1
LTRX,Lantronix Inc,Kevin S Palatnik,N/A,Award,"9,800",0.00000,"48,216","39,599",11/03/25,STK,Yes,1
LTRX,Lantronix Inc,Hoshi Printer,Chair,Award,"9,800",0.00000,"48,216","221,024",11/03/25,STK,Yes,1
CRWV,Coreweave Inc Cl A,American Shareholder,N/A,Sell,"7,688",134.93530,"1,037,383","68,191,394",11/03/25,STK,Yes,1
SYRE,Spyre Therapeutics Inc,Cameron Turtle,CEO,Sell,"45,000",23.32840,"1,049,778","701,907",11/03/25,STK,Yes,1
EXFY,Expensify Inc Cl A,David Michael Barrett,CEO,Sell,"30,000",1.60000,"48,000","1,616,879",11/03/25,STK,Yes,1
EXFY,Expensify Inc Cl A,Daniel Vidal,Chf Strategy Ofc,Sell,"9,000",1.60000,"14,400","317,857",11/03/25,STK,Yes,1
KPLT,Katapult Hldgs Inc,Philip K Bartow iii,N/A,Award,"7,456",0.00000,"87,534","7,456",11/03/25,STK,No,1
KPLT,Katapult Hldgs Inc,Jeffrey Rubin,N/A,Award,"7,456",0.00000,"87,534","7,456",11/03/25,STK,No,1
PI,Impinj Inc,Daniel Patrick Gibson,N/A,Sell,"1,513",202.01000,"305,641","1,847,643",11/03/25,STK,Yes,1
GTX,Garrett Motion Inc,American Shareholder,N/A,Sell,"2,500,000",16.26000,"40,649,999","23,394,816",11/03/25,STK,Yes,1
TKO,Tko Group Holdings Inc Cl A,Nick Khan,N/A,Sell,"9,519",188.26180,"1,792,064","118,504",11/03/25,STK,Yes,1
POWI,Power Integratn,Robert Eric Verity,Inter. CFO & PAO,Award,"2,402",0.00000,"99,971","8,277",11/03/25,STK,Yes,1
PLTR,Palantir Technologies Inc Cl A,Alexander D Moore,N/A,Sell,"20,000",204.54430,"4,090,886","1,232,978",11/03/25,STK,Yes,1
BTM,Bitcoin Depot Inc,Christopher Scott Buchanan,COO,Sell,"7,000",2.70000,"18,900","126,276",11/03/25,STK,Yes,1
DINO,HF Sinclair Corp,Ross B Matthews,N/A,Sell,"960,061",52.08000,"49,999,977","13,160,721",11/03/25,STK,Yes,1
CRWV,Coreweave Inc Cl A,Brian M Venturo,CSO,Sell,"29,916",127.93700,"3,827,363","702,194",11/03/25,STK,Yes,1
FDS,Factset Research Systems Inc,John Costigan,Ch. Data,Award,"3,915",0.00000,"1,035,792","4,479",11/03/25,STK,Yes,1
FDS,Factset Research Systems Inc,Goran Skoko,Chf Revenue Of,Award,"3,915",0.00000,"1,035,792","8,692",11/03/25,STK,Yes,1
CDNS,Cadence Design Sys,Paul Cunningham,GM,Sell,"1,000",340.26000,"340,260","98,067",11/03/25,STK,Yes,1
NVDA,Nvidia Corp,Colette Kress,CFO,Sell,"47,640",208.33060,"9,924,870","5,179,468",11/03/25,STK,Yes,1
ANET,Arista Networks Inc,Charles Giancarlo,N/A,Sell,"8,000",157.11960,"1,256,957","254,391",11/03/25,STK,Yes,1
RUN,Sunrun Inc,Lynn Michelle Jurich,Co-Chair,Sell,"50,000",20.40550,"1,020,276","2,400,482",11/03/25,STK,Yes,1
KTOS,Kratos Defense & Security Inc,Deanna H Lund,CFO,Sell,"5,000",90.26490,"451,324","303,114",11/03/25,STK,Yes,1
META,Meta Platforms Inc,Javier Olivan,COO,Sell,517,656.00000,"339,152","118,177",11/03/25,STK,Yes,1
WSM,Williams-Sonoma,William (Bill) J Ready,N/A,Award,149,0.00000,"28,701","17,764",11/03/25,STK,Yes,1
WSM,Williams-Sonoma,Arianna Huffington,N/A,Award,135,0.00000,"26,004","1,634",11/03/25,STK,Yes,1
ARQT,Arcutis Biotherapeutics Inc,Howard G Welgus,N/A,Sell,"10,000",25.26690,"252,669","89,744",11/03/25,STK,Yes,1
ATEC,Alphatec Holdings,Patrick Miles,Chair & CEO,Sell,"100,000",18.96000,"1,896,000","5,624,978",11/03/25,STK,Yes,1
HOOD,Robinhood Markets Inc Cl A,Daniel Martin Gallagher jr,CLO,Sell,"25,000",145.94870,"3,648,717","540,949",11/03/25,STK,Yes,1
ATEC,Alphatec Holdings,Jeffrey P. Rydin,N/A,Sell,"200,000",19.32000,"3,864,000","385,441",11/03/25,STK,Yes,1
PWR,Quanta Services,Bernard Fried,N/A,Sell,"4,000",452.19000,"1,808,760","17,276",11/03/25,STK,Yes,1
WDC,Western Digital Corp,Tiang Yew (Irving) Tan,CEO,Sell,"20,000",150.68920,"3,013,784","645,467",11/03/25,STK,Yes,1
ASAN,Asana Inc Cl A,Sydney L Carey,N/A,Award,996,0.00000,"13,974","123,921",11/03/25,STK,Yes,1
ASAN,Asana Inc Cl A,Lorrie Marie Norrington,N/A,Award,"1,045",0.00000,"14,662","143,086",11/03/25,STK,Yes,1
GDDY,Godaddy Inc,Jared Sine,Chf Strategy Ofc,Sell,475,133.11000,"63,227","63,661",11/03/25,STK,Yes,1
GDDY,Godaddy Inc,Brian H Sharples,Chair,Sell,500,133.11000,"66,555","19,957",11/03/25,STK,Yes,1
ASAN,Asana Inc Cl A,Krista Anderson-Copperman,N/A,Award,925,0.00000,"12,978","64,520",11/03/25,STK,Yes,1
COIN,Coinbase Global Inc Cl A,Brian Armstrong,Chair & CEO,Sell,"25,000",337.48620,"8,437,155",526,11/03/25,STK,Yes,1
LIF,Life360 Inc,John Philip Coghlan,Chair,Sell,"3,125",98.92890,"309,153","74,073",11/03/25,STK,Yes,1
RSI,Rush Street Interactive Inc,Mattias Stetz,COO,Sell,"30,000",17.08970,"512,691","400,254",11/03/25,STK,Yes,1
SYF,Synchrony Financial,Darrell Owens,EVP,Sell,"2,989",74.02000,"221,246","16,096",11/03/25,STK,Yes,1
OMF,Onemain Holdings Inc,Douglas H Shulman,Chair & CEO,Sell,"35,000",59.54000,"2,083,901","231,600",11/03/25,STK,Yes,1
MDRX,Veradigm Inc,Tehsin M Syed,CTO & CPO,Award,"423,998",0.00000,"2,035,190","423,998",11/03/25,STK:OTC,No,1
MDRX,Veradigm Inc,Tally Baker,CHRO,Award,"105,999",0.00000,"508,795","105,999",11/03/25,STK:OTC,No,1
NRG,NRG Energy,Dr Lawrence Stephen Coben,Chair & CEO,Award,793,0.00000,"138,363","426,767",11/03/25,STK,Yes,1
NRG,NRG Energy,Bruce Chung,CFO,Award,74,0.00000,"12,912","68,615",11/03/25,STK,Yes,1
DGII,Digi Intl Inc,Terrence G Schneider,SVP Supply Chain,Award,"5,332",0.00000,"192,752","28,323",11/03/25,STK,Yes,1
SYF,Synchrony Financial,Arthur W Coviello jr,N/A,Sell,"8,000",73.93000,"591,440","35,769",11/03/25,STK,Yes,1
